Title,Artist,ArtistBio,Nationality,Continent,BeginDate,EndDate,Gender,DateProduced,Medium,DateAcquired,YearAcquired,AgeAtAcquisition,ObjectID,height,width,area,RevURL,ThumbnailURL
Radiant Green,Richard Anuszkiewicz,American,American,North America,1930,0,Male,1965,Synthetic polymer paint on board,1967-10-18,1967,2,80691,40.6,40.6,1648.36,http://www.moma.org/collection/works/80691,http://www.moma.org/media/W1siZiIsIjIwOTYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9c31efc555e4a41
Composition with Color Planes 5,Piet Mondrian,Dutch,Dutch,Europe,1872,1944,Male,1917,Oil on canvas,1967-10-18,1967,50,80692,49,61.2,2998.8,http://www.moma.org/collection/works/80692,http://www.moma.org/media/W1siZiIsIjI5MjQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3be4f420ad4808a0
Beach Girl,Morris Hirshfield,American,American,North America,1872,1946,Male,1937,Oil on canvas,1967-10-18,1967,30,80693,91.8,56.3,5168.34,http://www.moma.org/collection/works/80693,http://www.moma.org/media/W1siZiIsIjE2MjA0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a48a00e6260fce2
Bottles Planted in the Ground,Dimitri Mikhailovich Krasnopevtsev,Russian,Russian,Europe,1925,1995,Male,1966,Oil on composition board,1967-10-18,1967,1,80695,52.8,45.1,2381.28,http://www.moma.org/collection/works/80695,http://www.moma.org
Cards on a Marquetry Table,Vladimir Nikolaevich Nemukhin,Russian,Russian,Europe,1925,0,Male,1966,"Oil, tempera and collage of playing cards on canvas",1967-10-18,1967,1,80696,110,89,9790,http://www.moma.org/collection/works/80696,http://www.moma.org/media/W1siZiIsIjE3NDgyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f6f010f485f73f54
Voices of Silence,Dimitri Petrovich Plavinsky,Russian,Russian,Europe,1937,2012,Male,1962,Oil on canvas,1967-10-18,1967,5,80697,139.8,200.5,28029.9,http://www.moma.org/collection/works/80697,http://www.moma.org/media/W1siZiIsIjE3NDgzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e85af871daae32e
Coelacanth,Dimitri Petrovich Plavinsky,Russian,Russian,Europe,1937,2012,Male,1965,Oil and synthetic polymer paint on canvas with small pieces of cardboard and wood shavings beneath paint,1967-10-18,1967,2,80698,99.7,150.1,14964.97,http://www.moma.org/collection/works/80698,http://www.moma.org/media/W1siZiIsIjE3NDgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75206a3f1776fdce
Emotional Sign,Alexei Alexandrovich Tyapushkin,Russian,Russian,Europe,1919,0,Male,1965,Oil and tempera mixed with sawdust on canvas,1967-10-18,1967,2,80699,130,100.5,13065,http://www.moma.org,http://www.moma.org
Back and Front of Time: S.A. Equation,Shusaku Arakawa,American,American,North America,1936,2010,Male,1965,"Oil, pencil, and colored pencil on canvas",1967-11-08,1967,2,80700,225.8,161.9,36557.02,http://www.moma.org/collection/works/80700,http://www.moma.org/media/W1siZiIsIjMzMzYyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a14e16fc088d8bbc
Composition with a Circle,Zbigniew Gostomski,Polish,Polish,Europe,1932,0,Male,1964,"Oil on joined strips of composition board, two panels",1967-11-08,1967,3,80701,74.9,156.2,11699.38,http://www.moma.org/collection/works/80701,http://www.moma.org
The Window,Odilon Redon,Japanese,Japanese,Asia,1936,2000,Male,1964,Oil on canvas,1967-11-08,1967,3,80702,145.3,112.5,16346.25,http://www.moma.org/collection/works/80702,http://www.moma.org/media/W1siZiIsIjE3NDgzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=89472c8301e0a8ef
Kali,Bhupen P. Khakhar,Indian,Indian,Asia,1934,2003,Male,1965,Enamel and metallic papers on plywood,1967-11-08,1967,2,80703,173.3,152.2,26376.26,http://www.moma.org/collection/works/80703,http://www.moma.org
Silkscreen for Portrait of Sidney Janis,Andy Warhol,American,American,North America,1928,1987,Male,1967,"Photosensitive gelatin on silk, with wood frame",1967-10-18,1967,0,80705,241.6,193.1,46652.96,http://www.moma.org/collection/works/80705,http://www.moma.org/media/W1siZiIsIjE2MjA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f0e245a4b9276f13
Seven Decades of Janis,Andy Warhol,American,American,North America,1928,1987,Male,1967,Synthetic polymer paint and silkscreen ink on eight canvases,1967-10-18,1967,0,80706,20.6,20.6,424.36,http://www.moma.org/collection/works/80706,http://www.moma.org/media/W1siZiIsIjE1MTE0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=777347ba3658e92d
Doctor Emma Veronika Sanders,Oskar Kokoschka,Austrian,Austrian,Europe,1886,1980,Male,1909,Oil on canvas,1967-12-13,1967,58,80707,82.7,56.7,4689.09,http://www.moma.org/collection/works/80707,http://www.moma.org/media/W1siZiIsIjE1MTE1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=264d323d85108c0a
Summer Night,Augusto Giacometti,Swiss,Swiss,Europe,1877,1947,Male,1917,Oil on canvas,1967-12-13,1967,50,80708,67.2,65,4368,http://www.moma.org/collection/works/80708,http://www.moma.org/media/W1siZiIsIjEyMTIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ad23fb01a0a3b381
Premise,Rollin Crampton,American,American,North America,1886,1970,Male,1951,Oil on canvas,1967-12-13,1967,16,80709,127.1,91.4,11616.94,http://www.moma.org/collection/works/80709,http://www.moma.org
The Presidential Family,Fernando Botero,Colombian,Colombian,South America,1932,0,Male,1967,Oil on canvas,1967-12-28,1967,0,80711,203.5,196.2,39926.7,http://www.moma.org/collection/works/80711,http://www.moma.org/media/W1siZiIsIjIwOTcwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4742b2a5e7e0ae6e
Mauve District,Helen Frankenthaler,American,American,North America,1928,2011,Female,1966,Synthetic polymer paint on canvas,1968-03-12,1968,2,80712,261.5,241.2,63073.8,http://www.moma.org/collection/works/80712,http://www.moma.org/media/W1siZiIsIjI0MTQ2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a71b29df383907f0
"Freedom Now, Number 1",Daniel LaRue Johnson,American,American,North America,1938,0,Male,1964,"Pitch on canvas with ""Freedom Now"" button, broken doll, hacksaw, mousetrap, flexible tube, and wood",1965-01-12,1965,1,80764,136.6,140.5,19192.3,http://www.moma.org/collection/works/80764,http://www.moma.org/media/W1siZiIsIjE5ODE1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c6eaf243ad99e1d
Five Feet of Colorful Tools,Jim Dine,American,American,North America,1935,0,Male,1962,Oil on canvas surmounted by a board on which painted tools hang from hooks,1967-10-18,1967,5,81620,141.2,152.9,21589.48,http://www.moma.org/collection/works/81620,http://www.moma.org/media/W1siZiIsIjE1OTEzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8094d88722617d1a
Cubist Landscape,Diego Rivera,Mexican,Mexican,North America,1886,1957,Male,1912,Oil on canvas,2001-11-12,2001,89,82208,65.41,90.17,5898.0197,http://www.moma.org/collection/works/82208,http://www.moma.org/media/W1siZiIsIjE1NzAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b0f85006086d1f4
Relief with Blue,Ellsworth Kelly,American,American,North America,1923,2015,Male,1950,Oil on wood,2001-11-12,2001,51,82211,113.98,44.45,5066.411,http://www.moma.org/collection/works/82211,http://www.moma.org/media/W1siZiIsIjIzODQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45b7b32805610f91
Presence,Shirazeh Houshiary,British,British,Europe,1955,0,Female,2000,Aquacryl with silverpoint and graphite on canvas,2001-11-12,2001,1,82296,190.5,190.5,36290.25,http://www.moma.org/collection/works/82296,http://www.moma.org/media/W1siZiIsIjE1MTE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3cdfd07a9f71269
Double Elvis,Andy Warhol,American,American,North America,1928,1987,Male,1963,Silkscreen ink on synthetic polymer paint on canvas,2001-11-12,2001,38,82343,210.82,134.62,28380.5884,http://www.moma.org/collection/works/82343,http://www.moma.org/media/W1siZiIsIjE1MTE2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71e1b1465ce5db19
Untitled 8-17,Thomas Nozkowski,American,American,North America,1944,0,Male,2001,Oil on linen on panel,2001-11-12,2001,0,82362,55.88,71.12,3974.1856,http://www.moma.org/collection/works/82362,http://www.moma.org/media/W1siZiIsIjE1NDE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d559f8722fd9424
Untitled 8-19,Thomas Nozkowski,American,American,North America,1944,0,Male,2001,Oil on linen on panel,2001-11-12,2001,0,82363,55.88,71.12,3974.1856,http://www.moma.org/collection/works/82363,http://www.moma.org/media/W1siZiIsIjE1ODEyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d95d127b1876af7f
Tire,Roy Lichtenstein,American,American,North America,1923,1997,Male,1962,Oil on canvas,2001-11-12,2001,39,82377,172.72,147.32,25445.1104,http://www.moma.org/collection/works/82377,http://www.moma.org
Wired,Christina Ramberg,American,American,North America,1946,1995,Female,1974,Synthetic polymer paint on masonite,2002-02-11,2002,28,82825,121.92,91.44,11148.3648,http://www.moma.org/collection/works/82825,http://www.moma.org/media/W1siZiIsIjc0NTMxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=dccb805f3f2a0acf
Swingeing London 67 c,Richard Hamilton,British,British,Europe,1922,2011,Male,1968,Silkscreen ink and oil on canvas,2002-02-11,2002,34,82826,67.31,85.09,5727.4079,http://www.moma.org/collection/works/82826,http://www.moma.org/media/W1siZiIsIjY2MjIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e7be545291456634
Lumumba,Luc Tuymans,Belgian,Belgian,Europe,1958,0,Male,2000,Oil on canvas,2002-02-11,2002,2,82832,62.23,45.72,2845.1556,http://www.moma.org/collection/works/82832,http://www.moma.org/media/W1siZiIsIjE3MDQ0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5707629490bbb012
Seated Group,Richard Artschwager,American,American,North America,1923,2013,Male,1962,Charcoal and synthetic polymer paint on Celotex,2002-04-08,2002,40,84175,106.68,152.4,16258.032,http://www.moma.org/collection/works/84175,http://www.moma.org/media/W1siZiIsIjc3NTkwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b08a2c3281741779
Five Times Titmouse,Georg Baselitz,German,German,Europe,1938,0,Male,1988,Oil on canvas,2002-04-08,2002,14,84176,249.87,249.87,62435.0169,http://www.moma.org/collection/works/84176,http://www.moma.org/media/W1siZiIsIjM5MDY0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4960f211f772433
Night Sky #5,Vija Celmins,American,American,North America,1938,0,Female,1992,Oil on canvas mounted on wood panel,2002-04-08,2002,10,84177,78.74,95.25,7499.985,http://www.moma.org/collection/works/84177,http://www.moma.org/media/W1siZiIsIjc2NjkwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0e215a1bd91b90b8
Perseverance,Francesco Clemente,Italian,Italian,Europe,1952,0,Male,1981,Oil on canvas,2002-04-08,2002,21,84178,198.12,236.22,46799.9064,http://www.moma.org/collection/works/84178,http://www.moma.org/media/W1siZiIsIjg0MzE2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ab60a017a4105b81
Self-Portrait,Vincent Canade,American,American,North America,1940,0,Male,1991,Oil on canvas,2002-04-08,2002,11,84179,254,213.36,54193.44,http://www.moma.org/collection/works/84179,http://www.moma.org/media/W1siZiIsIjM5MDUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56b351277ab49b9b
Untitled III,Willem de Kooning,American,American,North America,1904,1997,Male,1982,Oil on canvas,2002-04-08,2002,20,84181,203.2,177.8,36128.96,http://www.moma.org/collection/works/84181,http://www.moma.org/media/W1siZiIsIjM5MDU0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ed08a3679840cd7
In the Studio,Philip Guston,American,American,North America,1913,1980,Male,1975,Oil on canvas,2002-04-08,2002,27,84182,208.28,200.66,41793.4648,http://www.moma.org/collection/works/84182,http://www.moma.org/media/W1siZiIsIjM5MDY1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=283a2ac6631863f4
Ways of Worldly Wisdom: Arminius's Battle,Anselm Kiefer,German,German,Europe,1945,0,Male,1978,Oil on woodcut on paper mounted on canvas,2002-04-08,2002,24,84183,196.22,239.4,46975.068,http://www.moma.org/collection/works/84183,http://www.moma.org/media/W1siZiIsIjE1MDkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b42f21290305cdb
Southern California,Elizabeth Murray,American,American,North America,1940,2007,Female,1976,Oil on canvas,2002-04-08,2002,26,84185,200.98,191.77,38541.9346,http://www.moma.org/collection/works/84185,http://www.moma.org/media/W1siZiIsIjE1MDk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b1a59a963301210
Read/Reap,Bruce Nauman,American,American,North America,1941,0,Male,1983,"Colored chalks, pencil, and masking tape on cut-and-pasted papers",2002-04-08,2002,19,84186,180.34,178.75,32235.775,http://www.moma.org/collection/works/84186,http://www.moma.org/media/W1siZiIsIjE2NTk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=635ad85e2106a781
Confus,Gerhard Richter,German,German,Europe,1932,0,Male,1986,Oil on canvas,2002-04-08,2002,16,84187,260.35,200.03,52077.8105,http://www.moma.org/collection/works/84187,http://www.moma.org/media/W1siZiIsIjM5MDUyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f07a12299501daaf
Helen,Gerhard Richter,German,German,Europe,1932,0,Male,1963,Oil and graphite on canvas,2002-04-08,2002,39,84188,108.59,99.38,10791.6742,http://www.moma.org/collection/works/84188,http://www.moma.org/media/W1siZiIsIjE1MDk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=489c627271b1e3af
"1, 2, 3, 4, 5, 6",Susan Rothenberg,American,American,North America,1945,0,Female,1988,"Oil on wood, six panels",2002-04-08,2002,14,84189,321.95,117.16,37719.662,http://www.moma.org/collection/works/84189,http://www.moma.org/media/W1siZiIsIjM5MDY0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=79722c9e0b0bb347
Dogs Killing Rabbit,Susan Rothenberg,American,American,North America,1945,0,Female,1991,Oil on canvas,2002-04-08,2002,11,84190,220.98,358.14,79141.7772,http://www.moma.org/collection/works/84190,http://www.moma.org/media/W1siZiIsIjM5MDUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6db3f932f5f66d21
Now Then As I Was About to Say,Edward Ruscha,American,American,North America,1937,0,Male,1973,Shellac on moir_ rayon,2002-04-08,2002,29,84191,90.81,101.6,9226.296,http://www.moma.org/collection/works/84191,http://www.moma.org/media/W1siZiIsIjE1MDk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fae1fd0f4fa2ddff
The End,Edward Ruscha,American,American,North America,1937,0,Male,1991,Synthetic polymer paint and graphite on canvas,2002-04-08,2002,11,84192,177.8,284.48,50580.544,http://www.moma.org/collection/works/84192,http://www.moma.org/media/W1siZiIsIjE1NzE5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3080f22fd11c4a4
Conjugation,Terry Winters,American,American,North America,1949,0,Male,1986,Oil on linen,2002-04-08,2002,16,84196,215.9,279.4,60322.46,http://www.moma.org/collection/works/84196,http://www.moma.org/media/W1siZiIsIjM5MDUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c544b9f91bb07fb
Succulent Eggplants,Beatriz Milhazes,Brazilian,Brazilian,South America,1960,0,Female,1996,Synthetic polymer paint on canvas,2002-05-13,2002,6,85216,189.87,245.11,46539.0357,http://www.moma.org/collection/works/85216,http://www.moma.org/media/W1siZiIsIjE1MTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d903baa04c0c547b
Light in Far Field,Ellen Phelan,American,American,North America,1943,0,Female,2001,Oil on linen,2002-05-13,2002,1,86005,152.4,228.6,34838.64,http://www.moma.org/collection/works/86005,http://www.moma.org/media/W1siZiIsIjE1MTA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4410550df95d59b7
From 75 Varick to the Holland Tunnel Entrance,Rackstraw Downes,American,American,North America,1939,0,Male,1988,Oil on canvas,2002-10-07,2002,14,86624,58.74,182.88,10742.3712,http://www.moma.org/collection/works/86624,http://www.moma.org
Tulsa Slut,Edward Ruscha,American,American,North America,1937,0,Male,2002,Synthetic polymer paint on canvas,2002-10-07,2002,0,86628,161.29,182.88,29496.7152,http://www.moma.org/collection/works/86628,http://www.moma.org/media/W1siZiIsIjY2MjMxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=992220f25a656a94
"""Condemnation without Judgment""",Cheri Samba,Congolese,Congolese,Africa,1956,0,Male,1989,Synthetic polymer paint on canvas,2002-10-07,2002,13,86629,148.27,200.66,29751.8582,http://www.moma.org/collection/works/86629,http://www.moma.org/media/W1siZiIsIjE2MTEzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef4ec84828bd49e5
Chateau Noir,Paul Cezanne,French,French,Europe,1839,1906,Male,1903,Oil on canvas,1957-10-09,1957,54,87099,73.6,93.35,6870.56,http://www.moma.org/collection/works/87099,http://www.moma.org/media/W1siZiIsIjE5ODU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a37ed696b037eaf
Triptych,Francis Bacon,British,British,Europe,1909,1992,Male,1991,"Oil on linen, three panels",2003-05-12,2003,12,88170,198.12,147.64,29250.4368,http://www.moma.org/collection/works/88170,http://www.moma.org/media/W1siZiIsIjE2MTE0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8046b883ba7c2c58
The Thousand Longest Rivers of the World,Alighiero Boetti,Italian,Italian,Europe,1940,1994,Male,1976,Embroidery on cotton and linen,1993-10-12,1993,17,88222,251.5,535.9,134778.85,http://www.moma.org/collection/works/88222,http://www.moma.org/media/W1siZiIsIjc5NjEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cb189ab58f764bac
White Relief over White,Ellsworth Kelly,American,American,North America,1923,2015,Male,2003,"Oil on canvas, two panels",2003-10-07,2003,0,88885,304.8,178.12,54290.976,http://www.moma.org/collection/works/88885,http://www.moma.org/media/W1siZiIsIjcxNTQyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ff6419dddfc5217c
727,Takashi Murakami,Japanese,Japanese,Asia,1962,0,Male,1996,"Synthetic polymer paint on canvas board, three panels",2003-10-07,2003,7,88960,299.72,449.58,134748.1176,http://www.moma.org/collection/works/88960,http://www.moma.org/media/W1siZiIsIjE1OTIwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a70a2e80fc68e16
Diver,Jasper Johns,American,American,North America,1930,0,Male,1962,"Charcoal, pastel, and paint on paper mounted on canvas, two panels",2003-12-08,2003,41,89254,291.7,182.2,53147.74,http://www.moma.org/collection/works/89254,http://www.moma.org/media/W1siZiIsIjE1MTMwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f60cef11b1ad1a93
"Visual Synthesis of the Idea: ""War""",Gino Severini,Italian,Italian,Europe,1883,1966,Male,1914,Oil on canvas,2004-03-09,2004,90,89538,93.03,73.18,6807.9354,http://www.moma.org/collection/works/89538,http://www.moma.org/media/W1siZiIsIjE1MTE2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d05081b3c7669955
Letting Go #8,Cleve Gray,American,American,North America,1918,2004,Male,2002,Synthetic polymer paint and oilstick on canvas,2004-03-09,2004,2,89953,209.87,222.25,46643.6075,http://www.moma.org/collection/works/89953,http://www.moma.org/media/W1siZiIsIjc2Njk2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cf5616ba63e81731
Untitled,Blinky Palermo,American,American,North America,1930,1999,Female,1963,"Oil on canvas, two panels",2004-03-09,2004,41,89960,239.4,127.32,30480.408,http://www.moma.org/collection/works/89960,http://www.moma.org/media/W1siZiIsIjE1OTIwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f42b0cb8cd2502c2
Large Check: 1,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91002,61.28,51.12,3132.6336,http://www.moma.org/collection/works/91002,http://www.moma.org/media/W1siZiIsIjE1MTIzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb50256a7c4e435e
Large Check: 2,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91003,61.12,51.12,3124.4544,http://www.moma.org/collection/works/91003,http://www.moma.org/media/W1siZiIsIjE1MTIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca94f20955909ca1
Large Check: 3,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91004,61.28,50.96,3122.8288,http://www.moma.org/collection/works/91004,http://www.moma.org/media/W1siZiIsIjE1MTIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b75ec61b88a628b1
Large Check: 4,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91005,61.28,50.96,3122.8288,http://www.moma.org/collection/works/91005,http://www.moma.org/media/W1siZiIsIjE1MTIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66e4d8dddc0dba83
Large Check: 5,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91006,61.28,50.96,3122.8288,http://www.moma.org/collection/works/91006,http://www.moma.org/media/W1siZiIsIjE1MTIzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=654fff3b398520e9
Large Check: 6,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91007,60.96,50.32,3067.5072,http://www.moma.org/collection/works/91007,http://www.moma.org/media/W1siZiIsIjE1MTIzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2aa01bac8adec19c
Large Check: 7,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91008,61.28,50.8,3113.024,http://www.moma.org/collection/works/91008,http://www.moma.org/media/W1siZiIsIjE1MTIzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7880f00e247b48bb
Large Check: 8,Sherrie Levine,American,American,North America,1947,0,Female,1987,Casein and wax on mahogany,2004-03-09,2004,17,91009,61.28,49.53,3035.1984,http://www.moma.org/collection/works/91009,http://www.moma.org/media/W1siZiIsIjE1MTIzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93de35d4b094d2ce
